DIRECTED	hyperlink
NO_FEATURES
283	webpage:http://www_tc_cornell_edu/~anne	|	webpage:http://www_cs_cornell_edu/info/people/lnt/lnt_html
223	webpage:http://www_cs_cornell_edu/info/people/prakas/cs414/cs414_html	|	webpage:http://www_cs_cornell_edu/info/people/prakas/home_html
98	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/rvr/rvr_html
303	webpage:http://www_tc_cornell_edu/visualization/education/cs418	|	webpage:http://www_tc_cornell_edu/visualization/education/cs417
66	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/hu/hu_html
156	webpage:http://www_cs_cornell_edu/info/courses/fall-95/cs501/cs401-501_html	|	webpage:http://www_cs_cornell_edu/info/people/suzuki/suzuki_html
52	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/bhao/bhao_html
27	webpage:http://www_cs_cornell_edu	|	webpage:http://cs_cornell_edu/info/courses/spring-96/cs432/cs432_html
289	webpage:http://www_tc_cornell_edu/visualization/education/cs417	|	webpage:http://www_cs_cornell_edu/info/people/icchen/icchen_html
269	webpage:http://www_cs_cornell_edu/info/projects/nuprl/nuprl_html	|	webpage:http://www_cs_cornell_edu/info/people/jyh/jyh_html
183	webpage:http://www_cs_cornell_edu/info/people/ahuja/ahuja_html	|	webpage:http://www_cs_cornell_edu/info/people/amith/yam_html
204	webpage:http://www_cs_cornell_edu/info/people/ioi/home_html	|	webpage:http://www_tc_cornell_edu/visualization/education/cs417
76	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/karl/home_html
285	webpage:http://www_tc_cornell_edu/~bruce	|	webpage:http://www_tc_cornell_edu/~bruce
180	webpage:http://www_cs_cornell_edu/info/faculty/brian_smith_html	|	webpage:http://www_cs_cornell_edu/info/people/sugata/home_html
152	webpage:http://www_cs_cornell_edu/info/courses/fall-95/cs501/cs401-501_html	|	webpage:http://www_cs_cornell_edu/info/people/joseluis/joseluis_html
250	webpage:http://www_cs_cornell_edu/info/people/tve/tve_html	|	webpage:http://www_cs_cornell_edu/info/projects/split-c
1	webpage:http://cam_cornell_edu/ph/index_html	|	webpage:http://www_cs_cornell_edu/info/people/vavasis/vavasis_html
88	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/millett/home_html
87	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/lnt/lnt_html
231	webpage:http://www_cs_cornell_edu/info/people/rvr/rvr_html	|	webpage:http://www_cs_cornell_edu/info/people/alexey/alexey_html
265	webpage:http://www_cs_cornell_edu/info/projects/nuprl/cs611/cs611_html	|	webpage:http://www_cs_cornell_edu/info/projects/nuprl/nuprl_html
130	webpage:http://www_cs_cornell_edu/info/courses/current/cs537/course_html	|	webpage:http://www_cs_cornell_edu/info/people/bhardwaj/bhardwaj_html
215	webpage:http://www_cs_cornell_edu/info/people/kozen/kozen_html	|	webpage:http://www_cs_cornell_edu/info/people/fms/fms_html
7	webpage:http://cs-tr_cs_cornell_edu	|	webpage:http://dri_cornell_edu/pub/people/davis_html
134	webpage:http://www_cs_cornell_edu/info/courses/current/cs537/course_html	|	webpage:http://www_cs_cornell_edu/info/people/praveen/praveen_html
80	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/kleinber/kleinber_html
105	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/sugata/home_html
122	webpage:http://www_cs_cornell_edu/info/courses/current/cs401/home_html	|	webpage:http://www_cs_cornell_edu/info/people/bhardwaj/bhardwaj_html
36	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/department/annual94/faculty/salton_html
284	webpage:http://www_tc_cornell_edu/~anne	|	webpage:http://www_tc_cornell_edu/~anne
197	webpage:http://www_cs_cornell_edu/info/people/grzes/grzes_html	|	webpage:http://www_cs_cornell_edu/info/projects/cam
291	webpage:http://www_tc_cornell_edu/visualization/education/cs417	|	webpage:http://www_cs_cornell_edu/info/people/kartikhk/homepg_html
203	webpage:http://www_cs_cornell_edu/info/people/ioi/home_html	|	webpage:http://www_cs_cornell_edu/info/courses/fall-95/cs501/cs401-501_html
95	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/ravi/home_html
209	webpage:http://www_cs_cornell_edu/info/people/joseluis/joseluis_html	|	webpage:http://www_cs_cornell_edu/info/people/amith/yam_html
26	webpage:http://simon_cs_cornell_edu/info/projects/horus	|	webpage:http://www_cs_cornell_edu/info/people/dcooper/dcooper_html
104	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/stodghil/home_html
43	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/department/annual95/faculty/pingali_html
190	webpage:http://www_cs_cornell_edu/info/people/chichao/chichao_html	|	webpage:http://www_cs_cornell_edu/info/projects/cam
175	webpage:http://www_cs_cornell_edu/info/department/annual94/faculty/salton_html	|	webpage:http://www_cs_cornell_edu/info/people/singhal/singhal_html
255	webpage:http://www_cs_cornell_edu/info/people/yanhong/cachet_html	|	webpage:http://www_cs_cornell_edu/info/people/yanhong/index-postdoc_html
251	webpage:http://www_cs_cornell_edu/info/people/vavasis/qmg-home_html	|	webpage:http://www_cs_cornell_edu/info/people/vavasis/vavasis_html
153	webpage:http://www_cs_cornell_edu/info/courses/fall-95/cs501/cs401-501_html	|	webpage:http://www_cs_cornell_edu/info/people/jshapiro/jshapiro_htm
0	webpage:http://cam_cornell_edu/~baggett/index_html	|	webpage:http://www_cs_cornell_edu/info/people/lnt/lnt_html
288	webpage:http://www_tc_cornell_edu/visualization/education/cs417	|	webpage:http://www_cs_cornell_edu/info/people/amith/yam_html
182	webpage:http://www_cs_cornell_edu/info/faculty/rc/rc_html	|	webpage:http://www_cs_cornell_edu/info/people/jyh/jyh_html
129	webpage:http://www_cs_cornell_edu/info/courses/current/cs537/course_html	|	webpage:http://www_cs_cornell_edu/info/people/ashish/ashish_html
298	webpage:http://www_tc_cornell_edu/visualization/education/cs418	|	webpage:http://www_cs_cornell_edu/info/people/indira/homepage_html
173	webpage:http://www_cs_cornell_edu/info/courses/spring-96/cs674/cs674_html	|	webpage:http://www_cs_cornell_edu/info/people/cardie/cardie_html
157	webpage:http://www_cs_cornell_edu/info/courses/fall-95/cs501/cs401-501_html	|	webpage:http://www_cs_cornell_edu/info/people/wwlee/wwlee_html
229	webpage:http://www_cs_cornell_edu/info/people/rdz/rdz_html	|	webpage:http://www_cs_cornell_edu/info/people/jmiller/jmiller_html
179	webpage:http://www_cs_cornell_edu/info/faculty/brian_smith_html	|	webpage:http://www_cs_cornell_edu/info/people/ioi/home_html
19	webpage:http://dri_cornell_edu/pub/people/davis_html	|	webpage:http://www_cs_cornell_edu/info/people/dean/home_html
14	webpage:http://cs-tr_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/kleinber/kleinber_html
64	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/grzes/grzes_html
224	webpage:http://www_cs_cornell_edu/info/people/prakas/home_html	|	webpage:http://www_cs_cornell_edu/info/people/vladimir/vladimir_html
100	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/shim/shim_html
235	webpage:http://www_cs_cornell_edu/info/people/rvr/rvr_html	|	webpage:http://www_cs_cornell_edu/info/people/takako/home_html
112	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/weichen/weichen_html
181	webpage:http://www_cs_cornell_edu/info/faculty/rc/rc_html	|	webpage:http://www_cs_cornell_edu/info/people/crary/home_html
74	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/julian/julian_html
160	webpage:http://www_cs_cornell_edu/info/courses/spring-96/cs211/cs211_html	|	webpage:http://www_cs_cornell_edu/info/courses/current/cs410/home_html
276	webpage:http://www_cs_cornell_edu/info/projects/u-net	|	webpage:http://www_cs_cornell_edu/info/people/barber/welcome_html
42	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/department/annual95/faculty/hopcroft_html
198	webpage:http://www_cs_cornell_edu/info/people/grzes/grzes_html	|	webpage:http://www_cs_cornell_edu/info/projects/sp-2
86	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/lhwang/lhwang_html
57	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/dean/dean_html
220	webpage:http://www_cs_cornell_edu/info/people/nikosc/nikosc_html	|	webpage:http://www_cs_cornell_edu/info/people/nikosc/projects/prema/index_html
202	webpage:http://www_cs_cornell_edu/info/people/imalik/indira_html	|	webpage:http://www_cs_cornell_edu/info/people/gbd/gbd_html
214	webpage:http://www_cs_cornell_edu/info/people/kozen/kozen_html	|	webpage:http://www_cs_cornell_edu/info/people/crary/home_html
128	webpage:http://www_cs_cornell_edu/info/courses/current/cs472/cs472_html	|	webpage:http://www_cs_cornell_edu/info/people/ckliau/ckliau_html
21	webpage:http://simon_cs_cornell_edu/info/courses/current/cs401	|	webpage:http://www_cs_cornell_edu/info/people/imalik/indira_html
91	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/nikosc/nikosc_html
210	webpage:http://www_cs_cornell_edu/info/people/jyh/jyh_html	|	webpage:http://www_cs_cornell_edu/info/people/crary/home_html
230	webpage:http://www_cs_cornell_edu/info/people/rvr/rvr_html	|	webpage:http://simon_cs_cornell_edu/info/people/vogels
117	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/ychuang/ychuang_html
148	webpage:http://www_cs_cornell_edu/info/courses/fall-95/cs314	|	webpage:http://www_cs_cornell_edu/info/people/tve/tve_html
106	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/swartz/swartz_html
120	webpage:http://www_cs_cornell_edu/info/courses/current/cs212/outline_html	|	webpage:http://www_cs_cornell_edu/info/courses/current/cs212/cs212_html
249	webpage:http://www_cs_cornell_edu/info/people/tve/tve_html	|	webpage:http://www_cs_cornell_edu/info/projects/cam
234	webpage:http://www_cs_cornell_edu/info/people/rvr/rvr_html	|	webpage:http://www_cs_cornell_edu/info/people/mhuang/stanley_html
124	webpage:http://www_cs_cornell_edu/info/courses/current/cs401/home_html	|	webpage:http://www_cs_cornell_edu/info/people/gbd/gbd_html
8	webpage:http://cs-tr_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu
252	webpage:http://www_cs_cornell_edu/info/people/vavasis/vavasis_html	|	webpage:http://cam_cornell_edu/ph/index_html
290	webpage:http://www_tc_cornell_edu/visualization/education/cs417	|	webpage:http://www_cs_cornell_edu/info/people/indira/homepage_html
154	webpage:http://www_cs_cornell_edu/info/courses/fall-95/cs501/cs401-501_html	|	webpage:http://www_cs_cornell_edu/info/people/kartikhk/homepg_html
256	webpage:http://www_cs_cornell_edu/info/projects/cam	|	webpage:http://www_cs_cornell_edu/info/people/grzes/grzes_html
11	webpage:http://cs-tr_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/people/crary/home_html
29	webpage:http://www_cs_cornell_edu	|	webpage:http://www_cs_cornell_edu/info/courses/current/cs211/home_html
174	webpage:http://www_cs_cornell_edu/info/courses/summer-96/cs99/cs99_html	|	webpage:http://www_cs_cornell_edu/info/people/barber/welcome_html
