DIRECTED	hyperlink
NO_FEATURES
223	webpage:http://www_cs_wisc_edu/~cs302/cs302_html	|	webpage:http://www_cs_wisc_edu/~burnett/cs302_html
516	webpage:http://www_cs_wisc_edu/~wwt	|	webpage:http://www_cs_wisc_edu/~schnarr/schnarr_html
457	webpage:http://www_cs_wisc_edu/~seitz/interp/vmorph_html	|	webpage:http://www_cs_wisc_edu/~seitz/interp/interp_html
303	webpage:http://www_cs_wisc_edu/~eliassi/eliassi_html	|	webpage:http://www_cs_wisc_edu/~shavlik/shavlik_html
66	webpage:http://www_cs_wisc_edu	|	webpage:http://www_cs_wisc_edu/~milo/milo_html
156	webpage:http://www_cs_wisc_edu/~allex/allex_html	|	webpage:http://www_cs_wisc_edu/~shavlik/shavlik_html
52	webpage:http://www_cs_wisc_edu	|	webpage:http://www_cs_wisc_edu/~horwitz/horwitz_html
524	webpage:http://www_cs_wisc_edu/~zj/zj_html	|	webpage:http://www_cs_wisc_edu/~weaver/cs302_html
423	webpage:http://www_cs_wisc_edu/~paulb/paulb_html	|	webpage:http://www_cs_wisc_edu/~olvi/uwmp/pat_sep_html
471	webpage:http://www_cs_wisc_edu/~shavlik/uwml_html	|	webpage:http://www_cs_wisc_edu/~olvi/uwmp/cancer_html
347	webpage:http://www_cs_wisc_edu/~jyothi/jyothi_html	|	webpage:http://www_cs_wisc_edu/~cs132-2/cs132_html
450	webpage:http://www_cs_wisc_edu/~sally/sally_html	|	webpage:http://www_cs_wisc_edu/~cs132-3/cs132_html
180	webpage:http://www_cs_wisc_edu/~bestor/bestor_html	|	webpage:http://www_cs_wisc_edu/~bestor/cs302/cs302_html
152	webpage:http://www_cs_wisc_edu/~agupta/agupta_html	|	webpage:http://www_cs_wisc_edu/~cs132-2/cs132_html
1	webpage:http://robios8_me_wisc_edu	|	webpage:http://www_cs_wisc_edu/~shavlik/uwml_html
307	webpage:http://www_cs_wisc_edu/~ferris/cs719_html	|	webpage:http://www_cs_wisc_edu/~ferris/cs525-all_html
283	webpage:http://www_cs_wisc_edu/~devise	|	webpage:http://www_cs_wisc_edu/~guangshu/guangshu_html
98	webpage:http://www_cs_wisc_edu	|	webpage:http://www_cs_wisc_edu/~shavlik/shavlik_html
318	webpage:http://www_cs_wisc_edu/~geery/geery_html	|	webpage:http://www_cs_wisc_edu/~cs132-1/cs132_html
363	webpage:http://www_cs_wisc_edu/~leavy/leavy_html	|	webpage:http://www_cs_wisc_edu/~sally/cs132_html
27	webpage:http://www_cs_wisc_edu	|	webpage:http://www_cs_wisc_edu/~caol/caol_html
475	webpage:http://www_cs_wisc_edu/~so/travis_html	|	webpage:http://www_cs_wisc_edu/~so/so_html
289	webpage:http://www_cs_wisc_edu/~dsilva/cs110_html	|	webpage:http://www_cs_wisc_edu/~cs110/cs110_html
269	webpage:http://www_cs_wisc_edu/~david/david_html	|	webpage:http://www_cs_wisc_edu/~falsafi/falsafi_html
507	webpage:http://www_cs_wisc_edu/~weaver/cs302_html	|	webpage:http://www_cs_wisc_edu/~weaver/weaver_html
183	webpage:http://www_cs_wisc_edu/~bestor/cs110/cs110_html	|	webpage:http://www_cs_wisc_edu/~bestor/bestor_html
204	webpage:http://www_cs_wisc_edu/~cs132-1/cs132_html	|	webpage:http://www_cs_wisc_edu/~ashraf/ashraf_html
438	webpage:http://www_cs_wisc_edu/~raghu/raghu_html	|	webpage:http://www_cs_wisc_edu/~johannes/johannes_html
76	webpage:http://www_cs_wisc_edu	|	webpage:http://www_cs_wisc_edu/~olvi/uwmp/pat_sep_html
