DIRECTED	hyperlink
NO_FEATURES
283	webpage:http://www_cs_washington_edu/homes/kgolden	|	webpage:http://www_cs_washington_edu/homes/etzioni
223	webpage:http://www_cs_washington_edu/homes/bricker	|	webpage:http://www_cs_washington_edu/homes/bricker
98	webpage:http://www_cs_washington_edu	|	webpage:http://www_cs_washington_edu/homes/soha
318	webpage:http://www_cs_washington_edu/homes/pighin	|	webpage:http://www_cs_washington_edu/education/courses/551
303	webpage:http://www_cs_washington_edu/homes/mock	|	webpage:http://www_cs_washington_edu/education/courses/576
66	webpage:http://www_cs_washington_edu	|	webpage:http://www_cs_washington_edu/homes/ladner
156	webpage:http://www_cs_washington_edu/education/courses/461/sp96	|	webpage:http://www_cs_washington_edu/education/courses/461/sp96
52	webpage:http://www_cs_washington_edu	|	webpage:http://www_cs_washington_edu/homes/jbaer
363	webpage:http://www_cs_washington_edu/homes/zmason	|	webpage:http://www_cs_washington_edu/homes/zmason
27	webpage:http://www_cs_washington_edu	|	webpage:http://www_cs_washington_edu/homes/darrenc
289	webpage:http://www_cs_washington_edu/homes/levy	|	webpage:http://www_cs_washington_edu/homes/jlo
269	webpage:http://www_cs_washington_edu/homes/grove	|	webpage:http://www_cs_washington_edu/education/courses/501/95
423	webpage:http://www_cs_washington_edu/research/projects/spin/www	|	webpage:http://www_cs_washington_edu/homes/eggers
347	webpage:http://www_cs_washington_edu/homes/sungeun	|	webpage:http://www_cs_washington_edu/education/courses/451/currentquarter
183	webpage:http://www_cs_washington_edu/education/courses/573	|	webpage:http://www_cs_washington_edu/homes/nautiyal
204	webpage:http://www_cs_washington_edu/education/courses/cse567	|	webpage:http://www_cs_washington_edu/education/courses/cse567
438	webpage:http://www_cs_washington_edu/research/projects/zpl	|	webpage:http://www_cs_washington_edu/homes/forman
76	webpage:http://www_cs_washington_edu	|	webpage:http://www_cs_washington_edu/homes/nara
285	webpage:http://www_cs_washington_edu/homes/ladner	|	webpage:http://www_cs_washington_edu/education/courses/142/currentqtr
180	webpage:http://www_cs_washington_edu/education/courses/567	|	webpage:http://www_cs_washington_edu/homes/gjb
152	webpage:http://www_cs_washington_edu/education/courses/431	|	webpage:http://www_cs_washington_edu/education/courses/431
